Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,TBD_Flag,Outlier_Flag,User_Score_Norm,Critic_User_Diff,Percentage_of_Releases,Mean_UserCritic_Score
007: Quantum of Solace,Wii,2008.0,Action,Activision,0.29,0.28,0.01,0.07,0.65,54.0,11.0,7.5,26.0,Treyarch,T,False,True,75.0,-21.0,23.47305389221557,64.5
Super Robot Taisen Impact,Playstation 2,2002.0,Strategy,Banpresto,0.0,0.0,0.65,0.0,0.65,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,18.225039619651348,0.0
Farming Simulator 17,PC,2016.0,Simulation,Focus Home Interactive,0.03,0.58,0.0,0.04,0.65,64.0,5.0,8.0,20.0,Giants Software,E,False,True,80.0,-16.0,16.442048517520217,72.0
God of War III,Playstation 4,2015.0,Action,Sony Computer Entertainment,0.24,0.29,0.01,0.1,0.65,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,36.60933660933661,0.0
Harry Potter and the Half-Blood Prince,Playstation 2,2009.0,Action,Electronic Arts,0.13,0.07,0.0,0.44,0.64,-1.0,-1.0,8.3,13.0,EA Bright Light,E10+,False,True,83.0,-83.0,15.4292343387471,41.5
Assassin's Creed IV: Black Flag,PC,2013.0,Action,Ubisoft,0.22,0.38,0.0,0.05,0.64,84.0,10.0,7.7,1470.0,Ubisoft,M,False,True,77.0,7.0,28.353658536585364,80.5
Need For Speed: Undercover,Wii,2008.0,Racing,Electronic Arts,0.27,0.31,0.0,0.07,0.64,54.0,12.0,6.2,29.0,Exient Entertainment,T,False,True,62.0,-8.0,23.47305389221557,58.0
Spyro: A Hero's Tail,Playstation 2,2004.0,Platform,Vivendi Games,0.32,0.25,0.0,0.08,0.64,60.0,16.0,8.0,44.0,Eurocom Entertainment Software,E,False,False,80.0,-20.0,30.965391621129324,70.0
Crash: Twinsanity,Playstation 2,2004.0,Platform,Vivendi Games,0.32,0.25,0.0,0.08,0.64,64.0,38.0,8.0,129.0,Traveller's Tales,E,False,False,80.0,-16.0,30.965391621129324,72.0
The LEGO Movie Videogame,WiiU,2014.0,Action,Warner Bros. Interactive Entertainment,0.33,0.23,0.03,0.05,0.64,68.0,5.0,7.7,25.0,TT Games,E10+,False,False,77.0,-9.0,16.879795396419436,72.5
Max Payne 2: The Fall of Max Payne,Xbox,2003.0,Shooter,Take-Two Interactive,0.47,0.15,0.0,0.02,0.64,84.0,34.0,8.4,49.0,Remedy Entertainment,M,False,False,84.0,0.0,12.959999999999999,84.0
Metal Gear Solid V: The Phantom Pain,Playstation 3,2015.0,Action,Konami Digital Entertainment,0.22,0.13,0.22,0.07,0.64,-1.0,-1.0,7.2,168.0,"Kojima Productions, Moby Dick Studio",M,False,True,72.0,-72.0,15.970515970515969,36.0
GoldenEye: Rogue Agent,Playstation 2,2004.0,Shooter,Electronic Arts,0.54,0.02,0.0,0.09,0.64,60.0,38.0,7.0,32.0,EA LA,T,False,False,70.0,-10.0,36.247723132969035,65.0
WWE 2K15,Xbox 360,2014.0,Sports,Take-Two Interactive,0.38,0.2,0.0,0.06,0.64,50.0,5.0,4.0,65.0,Yuke's,T,False,False,40.0,10.0,14.066496163682865,45.0
James Bond 007: Everything or Nothing,Xbox,2004.0,Shooter,Electronic Arts,0.43,0.19,0.0,0.02,0.64,83.0,51.0,7.4,27.0,EA Redwood Shores,T,False,False,74.0,9.0,36.247723132969035,78.5
X2: Wolverine's Revenge,Playstation 2,2003.0,Platform,Activision,0.31,0.24,0.0,0.08,0.64,58.0,24.0,7.2,13.0,GenePool,T,False,False,72.0,-14.0,34.88,65.0
NBA Live 06,Xbox,2005.0,Sports,Electronic Arts,0.57,0.04,0.0,0.03,0.64,79.0,30.0,6.4,15.0,EA Canada,E,False,False,64.0,15.0,18.781725888324875,71.5
Tom Clancy's Rainbow Six,Nintendo 64,1999.0,Shooter,Red Storm Entertainment,0.48,0.15,0.0,0.01,0.64,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,86.9969040247678,0.0
Castlevania,Nintendo 64,1999.0,Platform,Konami Digital Entertainment,0.44,0.1,0.04,0.05,0.64,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,86.9969040247678,0.0
Rayman 2: The Great Escape,Nintendo 64,1999.0,Platform,Ubisoft,0.4,0.22,0.0,0.02,0.64,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,86.9969040247678,0.0
Football Manager 2014,PC,2013.0,Sports,Sega,0.0,0.6,0.0,0.03,0.64,85.0,41.0,5.5,275.0,Sports Interactive,E,False,True,55.0,30.0,18.29268292682927,70.0
New Play Control! Pikmin,Wii,2008.0,Strategy,Nintendo,0.28,0.12,0.19,0.04,0.64,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,25.868263473053894,0.0
TimeSplitters 2,Xbox,2002.0,Shooter,Eidos Interactive,0.29,0.33,0.0,0.01,0.64,88.0,20.0,7.7,34.0,Free Radical Design,T,False,True,77.0,11.0,33.12202852614897,82.5
Onimusha: Dawn of Dreams,Playstation 2,2006.0,Action,Capcom,0.15,0.12,0.34,0.04,0.64,81.0,45.0,8.9,62.0,Capcom,M,False,True,89.0,-8.0,11.438474870017332,85.0
Sengoku Basara: Samurai Heroes,Playstation 3,2010.0,Action,Capcom,0.17,0.04,0.4,0.02,0.64,61.0,37.0,7.9,29.0,Capcom,T,False,True,79.0,-18.0,25.268817204301076,70.0
Stuntman: Ignition,Xbox 360,2007.0,Racing,THQ,0.25,0.31,0.0,0.07,0.64,75.0,38.0,7.3,31.0,Paradigm Entertainment,T,False,True,73.0,2.0,23.313782991202345,74.0
Real Heroes: Firefighter,Wii,2009.0,Action,Rondomedia,0.56,0.04,0.0,0.05,0.64,67.0,18.0,8.2,10.0,Epicenter Studios,E10+,False,False,82.0,-15.0,15.4292343387471,74.5
Dishonored 2,Playstation 4,2016.0,Action,Bethesda Softworks,0.22,0.32,0.0,0.1,0.64,88.0,56.0,7.7,569.0,Arkane Studios,M,False,True,77.0,11.0,20.21563342318059,82.5
The Crew,Xbox One,2014.0,Racing,Ubisoft,0.25,0.34,0.0,0.05,0.64,64.0,18.0,5.9,176.0,"Ubisoft Reflections, Ivory Tower",T,False,True,59.0,5.0,14.066496163682865,61.5
Dragon Ball: Raging Blast 2,Xbox 360,2010.0,Fighting,Namco Bandai Games,0.49,0.09,0.01,0.05,0.64,57.0,33.0,7.4,30.0,Spike,T,False,False,74.0,-17.0,25.268817204301076,65.5
Jampack Volume 13 (RP-T),Playstation 2,2005.0,Misc,Sony Computer Entertainment,0.31,0.24,0.0,0.08,0.64,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,16.920473773265652,0.0
Madden NFL 2001,Nintendo 64,2000.0,Sports,Electronic Arts,0.6,0.03,0.0,0.01,0.64,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,55.15151515151515,0.0
Cruis'n World,Nintendo 64,1998.0,Racing,Nintendo,0.59,0.04,0.0,0.01,0.64,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,90.58823529411765,0.0
NHL 13,Playstation 3,2012.0,Sports,Electronic Arts,0.33,0.21,0.0,0.09,0.64,84.0,22.0,6.8,60.0,Electronic Arts,E10+,False,False,68.0,16.0,8.73015873015873,76.0
Dead or Alive 5,Playstation 3,2012.0,Fighting,Tecmo Koei,0.23,0.14,0.2,0.07,0.64,74.0,34.0,7.7,109.0,Team Ninja,M,False,True,77.0,-3.0,31.746031746031743,75.5
Evolve,Xbox One,2015.0,Shooter,Take-Two Interactive,0.37,0.2,0.0,0.06,0.64,74.0,31.0,5.1,336.0,Turtle Rock Studios,M,False,False,51.0,23.0,15.970515970515969,62.5
Lemony Snicket's A Series of Unfortunate Events,Playstation 2,2004.0,Platform,Activision,0.31,0.24,0.0,0.08,0.64,63.0,25.0,5.7,12.0,Adrenium,E,False,False,57.0,6.0,30.965391621129324,60.0
Lost Planet: Extreme Condition,Playstation 3,2008.0,Shooter,Capcom,0.31,0.17,0.07,0.08,0.64,67.0,34.0,7.0,36.0,Capcom,T,False,False,70.0,-3.0,23.47305389221557,68.5
X-Men Legends II: Rise of Apocalypse,Playstation 2,2005.0,Role-Playing,Activision,0.53,0.02,0.0,0.09,0.63,82.0,44.0,7.3,41.0,Raven Software,T,False,False,73.0,9.0,30.79526226734349,77.5
Nightmare Creatures,Playstation,1997.0,Action,Sony Computer Entertainment,0.35,0.24,0.0,0.04,0.63,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,92.18106995884774,0.0
LittleBigPlanet 3,Playstation 3,2014.0,Platform,Sony Computer Entertainment,0.2,0.33,0.01,0.1,0.63,-1.0,-1.0,7.2,64.0,Sumo Digital,E,False,True,72.0,-72.0,13.299232736572892,36.0
SingStar Queen,Playstation 2,2009.0,Misc,Sony Computer Entertainment,0.08,0.12,0.0,0.44,0.63,73.0,9.0,0.0,-1.0,SCEE London Studio,T,True,False,0.0,73.0,24.245939675174014,36.5
LEGO Star Wars II: The Original Trilogy,Xbox 360,2006.0,Action,LucasArts,0.55,0.03,0.0,0.05,0.63,81.0,50.0,8.0,45.0,Traveller's Tales,E10+,False,False,80.0,1.0,13.864818024263432,80.5
Disney Sing It: Party Hits,Wii,2010.0,Misc,Disney Interactive Studios,0.48,0.1,0.0,0.04,0.63,-1.0,-1.0,0.0,-1.0,Disney Interactive Studios,E,True,True,0.0,0.0,25.537634408602152,0.0
Rock Band 3,Wii,2010.0,Misc,MTV Games,0.53,0.06,0.0,0.04,0.63,91.0,10.0,6.9,36.0,Backbone Entertainment,T,False,False,69.0,22.0,25.268817204301076,80.0
Dragon Age II,PC,2011.0,Action,Electronic Arts,0.23,0.33,0.0,0.08,0.63,82.0,45.0,4.5,4533.0,BioWare,M,False,True,45.0,37.0,16.76056338028169,63.5
Tony Hawk's Pro Skater 2x,Xbox,2001.0,Sports,Activision,0.41,0.19,0.0,0.03,0.63,78.0,24.0,8.8,5.0,Treyarch,T,False,False,88.0,-10.0,28.37465564738292,83.0
NBA Live 08,Playstation 3,2007.0,Sports,Electronic Arts,0.56,0.02,0.01,0.05,0.63,73.0,28.0,6.8,10.0,EA Canada,E,False,False,68.0,5.0,26.392961876832842,70.5
Sim Theme Park,Playstation,1999.0,Strategy,Electronic Arts,0.35,0.24,0.0,0.04,0.63,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,86.9969040247678,0.0
FIFA Soccer 2003,Xbox,2002.0,Sports,Electronic Arts,0.2,0.4,0.0,0.04,0.63,88.0,11.0,7.7,11.0,EA Canada,E,False,True,77.0,11.0,39.144215530903324,82.5
The Lord of the Rings: Conquest,Xbox 360,2009.0,Action,Electronic Arts,0.37,0.2,0.0,0.06,0.63,55.0,58.0,7.0,110.0,Pandemic Studios,T,False,False,70.0,-15.0,24.245939675174014,62.5
Far Cry 4,PC,2014.0,Shooter,Ubisoft,0.15,0.44,0.0,0.04,0.63,80.0,17.0,6.7,1064.0,Ubisoft Montreal,M,False,True,67.0,13.0,26.598465473145783,73.5
Monster Hunter 2,Playstation 2,1995.0,Role-Playing,Capcom,0.0,0.0,0.63,0.0,0.63,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,23.783783783783786,0.0
NASCAR 06: Total Team Control,Playstation 2,2005.0,Racing,Electronic Arts,0.53,0.02,0.0,0.09,0.63,78.0,18.0,7.7,18.0,EA Sports,E,False,False,77.0,1.0,18.781725888324875,77.5
A Bug's Life,Nintendo 64,1998.0,Platform,Activision,0.49,0.13,0.0,0.01,0.63,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,90.58823529411765,0.0
White Knight Chronicles II,Playstation 3,2010.0,Role-Playing,Sony Computer Entertainment,0.23,0.09,0.27,0.04,0.63,60.0,45.0,7.1,64.0,Level 5,T,False,True,71.0,-11.0,25.268817204301076,65.5
Mobile Suit Z Gundam: AEUG vs. Titans,Playstation 2,2003.0,Fighting,Namco Bandai Games,0.0,0.0,0.63,0.0,0.63,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,19.36,0.0
Juiced 2: Hot Import Nights,Xbox 360,2007.0,Racing,THQ,0.22,0.34,0.0,0.07,0.63,68.0,24.0,7.6,21.0,Juice Games,T,False,True,76.0,-8.0,23.313782991202345,72.0
Wolfenstein,Playstation 3,2009.0,Shooter,Activision,0.25,0.27,0.0,0.11,0.63,71.0,58.0,7.4,77.0,"id Software, Raven Software",M,False,False,74.0,-3.0,12.761020881670534,72.5
The Walking Dead: Survival Instinct,Xbox 360,2013.0,Shooter,Activision,0.46,0.11,0.0,0.05,0.63,32.0,30.0,4.0,410.0,Terminal Reality,M,False,False,40.0,-8.0,28.353658536585364,36.0
The Sims 3: Generations,PC,2011.0,Simulation,Electronic Arts,0.4,0.23,0.0,0.0,0.63,70.0,22.0,3.6,81.0,The Sims Studio,T,False,False,36.0,34.0,23.943661971830984,53.0
Ape Escape 2,Playstation 2,2002.0,Platform,Sony Computer Entertainment,0.12,0.09,0.38,0.03,0.63,82.0,31.0,8.4,32.0,SCE Japan Studio,E,False,True,84.0,-2.0,39.144215530903324,83.0
Rocksmith 2014,Playstation 4,2014.0,Misc,Ubisoft,0.35,0.17,0.0,0.11,0.63,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.15601023017903,0.0
Sega Rally Revo,Playstation 3,2007.0,Racing,Sega,0.07,0.42,0.0,0.14,0.63,75.0,40.0,7.0,20.0,SEGA Racing Studio,E,False,True,70.0,5.0,26.392961876832842,72.5
Shin Megami Tensei: Persona 3 FES,Playstation 2,2007.0,Role-Playing,Tecmo Koei,0.22,0.2,0.16,0.05,0.63,89.0,25.0,8.3,296.0,Atlus Co.,M,False,True,83.0,6.0,10.557184750733137,86.0
FIFA Soccer 2002,Playstation 2,2001.0,Sports,Electronic Arts,0.31,0.24,0.0,0.08,0.63,82.0,17.0,5.8,28.0,EA Sports,E,False,False,58.0,24.0,37.1900826446281,70.0
Final Fantasy VII International,Playstation,1997.0,Role-Playing,Square,0.0,0.0,0.59,0.04,0.63,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,92.18106995884774,0.0
Condemned 2: Bloodshot,Xbox 360,2008.0,Action,Sega,0.38,0.19,0.0,0.06,0.63,80.0,76.0,8.4,178.0,Monolith Productions,M,False,False,84.0,-4.0,10.778443113772456,82.0
Okami,Playstation 2,2006.0,Action,Capcom,0.11,0.03,0.15,0.34,0.63,93.0,69.0,9.3,327.0,Clover Studio,T,False,True,93.0,0.0,26.16984402079723,93.0
NHL 2001,Playstation,2000.0,Sports,Electronic Arts,0.35,0.24,0.0,0.04,0.63,88.0,10.0,7.7,7.0,Page 44 Studios,E,False,False,77.0,11.0,25.151515151515152,82.5
Crysis 3,PC,2013.0,Shooter,Electronic Arts,0.17,0.39,0.0,0.07,0.63,76.0,47.0,6.5,1223.0,Crytek,M,False,True,65.0,11.0,28.353658536585364,70.5
Buzz Lightyear of Star Command,Playstation,2000.0,Platform,Activision,0.35,0.24,0.0,0.04,0.63,54.0,10.0,5.3,4.0,Traveller's Tales,E,False,False,53.0,1.0,25.151515151515152,53.5
NHL 16,Playstation 4,2015.0,Sports,Electronic Arts,0.36,0.16,0.0,0.11,0.63,78.0,28.0,5.5,157.0,"EA Sports, EA Canada",E10+,False,False,55.0,23.0,8.5995085995086,66.5
Namco Museum,Game Cube,2002.0,Misc,Namco Bandai Games,0.48,0.13,0.0,0.02,0.63,62.0,10.0,0.0,-1.0,Mass Media,E,True,False,0.0,62.0,39.144215530903324,31.0
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Xbox 360,2009.0,Shooter,Activision,0.34,0.23,0.0,0.06,0.63,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,22.2737819025522,0.0
Cabela's Big Game Hunter (2008),Wii,2007.0,Sports,Activision,0.58,0.0,0.0,0.05,0.63,-1.0,-1.0,0.0,-1.0,MagicWand,T,True,True,0.0,0.0,23.313782991202345,0.0
Tony Hawk's Project 8,Playstation 3,2006.0,Sports,Activision,0.3,0.22,0.01,0.1,0.63,76.0,43.0,7.2,14.0,Neversoft Entertainment,T,False,False,72.0,4.0,26.16984402079723,74.0
Ghostbusters: The Video Game,Xbox 360,2009.0,Action,Atari,0.43,0.14,0.0,0.06,0.63,79.0,53.0,8.5,125.0,Terminal Reality,T,False,False,85.0,-6.0,24.245939675174014,82.0
XCOM: Enemy Unknown,Xbox 360,2012.0,Strategy,Take-Two Interactive,0.36,0.21,0.0,0.05,0.62,90.0,35.0,8.3,366.0,Firaxis Games,M,False,False,83.0,7.0,31.746031746031743,86.5
Metal Gear Solid 2: Substance,Xbox,1995.0,Action,Konami Digital Entertainment,0.38,0.22,0.0,0.03,0.62,87.0,28.0,8.5,39.0,KCEJ,M,False,False,85.0,2.0,14.594594594594595,86.0
Tony Hawk's American Wasteland,Xbox,2005.0,Sports,Activision,0.4,0.2,0.0,0.03,0.62,77.0,40.0,7.7,15.0,Neversoft Entertainment,T,False,False,77.0,0.0,30.79526226734349,77.0
WWF in Your House,Playstation,1996.0,Fighting,Acclaim Entertainment,0.35,0.24,0.0,0.04,0.62,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,96.23655913978494,0.0
Wild ARMs 3,Playstation 2,2002.0,Role-Playing,Ubisoft,0.16,0.13,0.29,0.04,0.62,78.0,30.0,8.4,38.0,"Media Vision, Contrail",T,False,True,84.0,-6.0,33.12202852614897,81.0
NBA ShootOut '97,Playstation,1997.0,Sports,Sony Computer Entertainment,0.35,0.24,0.0,0.04,0.62,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,92.18106995884774,0.0
Family Feud: 2010 Edition,Wii,2009.0,Misc,Ubisoft,0.58,0.0,0.0,0.04,0.62,-1.0,-1.0,0.0,-1.0,Ludia Inc.,E,True,True,0.0,0.0,25.290023201856147,0.0
Madden NFL 07,Game Cube,2006.0,Sports,Electronic Arts,0.48,0.13,0.0,0.02,0.62,82.0,14.0,9.2,5.0,EA Tiburon,E,False,False,92.0,-10.0,19.064124783362217,87.0
Tiger Woods PGA Tour 2004,Xbox,2003.0,Sports,Electronic Arts,0.47,0.13,0.0,0.02,0.62,89.0,18.0,8.2,14.0,EA Sports,E,False,False,82.0,7.0,32.800000000000004,85.5
Test Drive Unlimited 2,Playstation 3,1995.0,Racing,Atari,0.16,0.34,0.01,0.12,0.62,70.0,43.0,6.1,44.0,Eden,T,False,True,61.0,9.0,27.56756756756757,65.5
Tak 2: The Staff of Dreams,Playstation 2,2004.0,Platform,THQ,0.3,0.24,0.0,0.08,0.62,71.0,31.0,8.0,10.0,Avalanche Software,E,False,False,80.0,-9.0,30.965391621129324,75.5
Just Dance 3,Playstation 3,2011.0,Misc,Ubisoft,0.33,0.2,0.0,0.09,0.62,75.0,5.0,6.0,7.0,Ubisoft,E10+,False,False,60.0,15.0,14.084507042253522,67.5
Donkey Kong Barrel Blast,Wii,2007.0,Racing,Nintendo,0.19,0.26,0.11,0.06,0.62,46.0,34.0,6.8,26.0,Paon Corporation,E,False,True,68.0,-22.0,26.392961876832842,57.0
Disney Infinity 2.0: Marvel Super Heroes,Playstation 4,2014.0,Action,Disney Interactive Studios,0.27,0.25,0.0,0.1,0.62,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.15601023017903,0.0
Viewtiful Joe,Game Cube,2003.0,Action,Capcom,0.38,0.1,0.12,0.02,0.62,93.0,52.0,8.3,115.0,Clover Studio,T,False,True,83.0,10.0,34.88,88.0
Beetle Adventure Racing!,Nintendo 64,1999.0,Racing,Electronic Arts,0.4,0.2,0.0,0.02,0.62,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,86.9969040247678,0.0
Guitar Hero: Metallica,Playstation 3,2009.0,Misc,Activision,0.28,0.24,0.0,0.1,0.62,86.0,44.0,8.0,48.0,Neversoft Entertainment,T,False,False,80.0,6.0,24.245939675174014,83.0
Disney's 102 Dalmatians: Puppies to the Rescue,Playstation,2000.0,Platform,Eidos Interactive,0.34,0.23,0.0,0.04,0.62,-1.0,-1.0,0.0,-1.0,Toys for Bob,E,True,True,0.0,0.0,25.151515151515152,0.0
Strike Force Bowling,Playstation 2,2004.0,Sports,Play It,0.3,0.24,0.0,0.08,0.62,48.0,14.0,6.8,4.0,Lab Rats Games,E,False,False,68.0,-20.0,30.965391621129324,58.0
Red Steel 2,Wii,2010.0,Shooter,Ubisoft,0.35,0.2,0.01,0.06,0.62,80.0,73.0,8.6,178.0,Ubisoft Paris,T,False,False,86.0,-6.0,25.268817204301076,83.0
Bass Landing,Playstation,1999.0,Sports,ASCII Entertainment,0.21,0.14,0.23,0.04,0.62,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,86.9969040247678,0.0
XGRA: Extreme G-Racing Association,Playstation 2,2004.0,Racing,Eidos Interactive,0.3,0.24,0.0,0.08,0.62,68.0,23.0,8.6,8.0,Acclaim Studios Cheltenham,T,False,False,86.0,-18.0,36.247723132969035,77.0
Mafia III,Xbox One,2016.0,Action,Take-Two Interactive,0.28,0.29,0.0,0.05,0.62,67.0,20.0,4.6,274.0,Hangar 13,M,False,True,46.0,21.0,20.21563342318059,56.5
Pac-Man Player's Choice Bundle,Game Cube,2003.0,Misc,Namco Bandai Games,0.48,0.12,0.0,0.02,0.62,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,19.36,0.0
Prince of Persia: The Forgotten Sands,Xbox 360,2010.0,Action,Ubisoft,0.3,0.26,0.0,0.06,0.62,74.0,69.0,7.8,112.0,Ubisoft Montreal,T,False,False,78.0,-4.0,25.268817204301076,76.0
Warriors Orochi 3,Playstation 3,2011.0,Action,Ubisoft Annecy,0.0,0.04,0.57,0.01,0.62,70.0,17.0,7.9,35.0,Omega Force,T,False,True,79.0,-9.0,23.943661971830984,74.5
Tomb Raider III: Adventures of Lara Croft,PC,1998.0,Action,Eidos Interactive,0.59,0.03,0.0,0.0,0.62,-1.0,-1.0,8.2,29.0,Core Design Ltd.,T,False,True,82.0,-82.0,4.411764705882353,41.0
DJ Hero 2,Wii,2010.0,Misc,Activision,0.48,0.09,0.0,0.04,0.62,88.0,20.0,7.5,17.0,FreeStyleGames,T,False,False,75.0,13.0,25.268817204301076,81.5
NFL Quarterback Club 99,Nintendo 64,1998.0,Sports,Acclaim Entertainment,0.59,0.02,0.0,0.0,0.62,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,90.58823529411765,0.0
Super Robot Taisen α Gaiden,Playstation,2001.0,Strategy,Banpresto,0.0,0.0,0.58,0.04,0.62,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.997245179063363,0.0
Tiger Woods PGA Tour 12: The Masters,Xbox 360,2011.0,Sports,Electronic Arts,0.4,0.16,0.0,0.05,0.62,80.0,50.0,6.1,25.0,Electronic Arts,E,False,False,61.0,19.0,18.30985915492958,70.5
Wall-E,Xbox 360,2008.0,Platform,THQ,0.29,0.26,0.0,0.07,0.62,50.0,32.0,6.3,6.0,Heavy Iron Studios,E,False,False,63.0,-13.0,25.748502994011975,56.5
Start the Party!,Playstation 3,2010.0,Misc,Sony Computer Entertainment,0.07,0.41,0.0,0.13,0.62,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,24.731182795698924,0.0
Formula 1: Championship Edition,Playstation 3,2006.0,Racing,Sony Computer Entertainment,0.0,0.57,0.04,0.0,0.61,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.462738301559792,0.0
NieR,Playstation 3,2010.0,Role-Playing,Square Enix,0.17,0.18,0.2,0.07,0.61,68.0,58.0,8.4,263.0,Cavia Inc.,M,False,True,84.0,-16.0,11.827956989247312,76.0
2014 FIFA World Cup Brazil,Playstation 3,2014.0,Sports,Electronic Arts,0.15,0.36,0.01,0.09,0.61,73.0,33.0,4.3,87.0,EA Canada,E,False,True,43.0,30.0,13.299232736572892,58.0
NBA 2K9,Playstation 3,2008.0,Sports,Take-Two Interactive,0.56,0.0,0.0,0.05,0.61,82.0,30.0,7.0,37.0,Visual Concepts,E,False,False,70.0,12.0,25.748502994011975,76.0
SpongeBob's Atlantis SquarePantis,Wii,2007.0,Action,THQ,0.56,0.0,0.0,0.04,0.61,-1.0,-1.0,5.5,6.0,THQ,E,False,True,55.0,-55.0,26.392961876832842,27.5
SingStar Singalong With Disney,Playstation 2,2008.0,Misc,Sony Computer Entertainment,0.0,0.04,0.0,0.57,0.61,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,25.868263473053894,0.0
NFL Fever 2003,Xbox,2002.0,Sports,Microsoft Game Studios,0.46,0.13,0.0,0.02,0.61,72.0,25.0,8.6,12.0,Microsoft Game Studios,E,False,False,86.0,-14.0,39.144215530903324,79.0
Samurai Warriors 2,Playstation 2,2006.0,Action,Tecmo Koei,0.02,0.02,0.57,0.01,0.61,58.0,26.0,8.8,13.0,Omega Force,T,False,True,88.0,-30.0,26.16984402079723,73.0
Wet,Playstation 3,2009.0,Shooter,Bethesda Softworks,0.22,0.27,0.01,0.11,0.61,70.0,61.0,6.4,55.0,Artificial Mind and Movement,M,False,False,64.0,6.0,12.761020881670534,67.0
The Black Eyed Peas Experience,Wii,2011.0,Misc,Ubisoft,0.37,0.19,0.0,0.06,0.61,-1.0,-1.0,0.0,-1.0,Ubisoft Quebec,T,True,True,0.0,0.0,23.943661971830984,0.0
Plants vs. Zombies: Garden Warfare,Playstation 4,2014.0,Shooter,Electronic Arts,0.21,0.29,0.01,0.1,0.61,75.0,23.0,7.6,259.0,PopCap,E10+,False,True,76.0,-1.0,16.879795396419436,75.5
Metroid Prime: Trilogy,Wii,2009.0,Shooter,Nintendo,0.42,0.05,0.0,0.14,0.61,91.0,48.0,9.3,316.0,Retro Studios,T,False,False,93.0,-2.0,24.245939675174014,92.0
Robotech: Battlecry,Playstation 2,2002.0,Shooter,TDK Mediactive,0.3,0.23,0.0,0.08,0.61,72.0,20.0,8.5,8.0,Vicious Cycle,T,False,False,85.0,-13.0,33.12202852614897,78.5
Disney Universe,Playstation 3,2011.0,Action,Disney Interactive Studios,0.3,0.22,0.0,0.09,0.61,70.0,29.0,6.9,13.0,Eurocom Entertainment Software,E10+,False,False,69.0,1.0,14.084507042253522,69.5
Time Crisis 3,Playstation 2,2003.0,Shooter,Namco Bandai Games,0.3,0.23,0.0,0.08,0.61,81.0,29.0,8.1,12.0,Namco,T,False,False,81.0,0.0,34.88,81.0
Vanquish,Playstation 3,2010.0,Shooter,Sega,0.21,0.21,0.11,0.08,0.61,84.0,61.0,8.1,304.0,PlatinumGames,M,False,True,81.0,3.0,11.827956989247312,82.5
Small Soldiers,Playstation,1998.0,Platform,Electronic Arts,0.34,0.23,0.0,0.04,0.61,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,90.58823529411765,0.0
Half-Life 2,Xbox,2005.0,Shooter,Electronic Arts,0.37,0.21,0.0,0.03,0.61,90.0,35.0,8.6,115.0,Valve Software,M,False,False,86.0,4.0,21.658206429780034,88.0
